OBJECTID,BIKEFACID,BIKETYPE,BIKE_NAME,STREETNAME,IMPLEMENT,PILOT_PERM,ONE_SIDE,DIRECTION,INSTYR,PROT_TYPE,TRIPLE_A,ADDDATE,MODDATE,SDATE,SOURCE,SACC,Shape__Length
325,BIKEFAC3285,Painted Bike Lane,Chain Lake Dr Painted Bike Lanes,Chain Lake Dr,Full Implementation,Permanent,Not Applicable, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,263.41601
326,BIKEFAC3286,Painted Bike Lane,Chain Lake Dr Painted Bike Lanes,Chain Lake Dr,Full Implementation,Permanent,Not Applicable, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,293.7688165
327,BIKEFAC3287,Painted Bike Lane,Horseshoe Lake Dr Painted Bike Lanes,Horseshoe Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,CR,Interactive,197.8286606
328,BIKEFAC3288,Painted Bike Lane,Horseshoe Lake Dr Painted Bike Lanes,Horseshoe Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,148.5864085
329,BIKEFAC3289,Painted Bike Lane,Horseshoe Lake Dr Painted Bike Lanes,Horseshoe Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,111.7495239
330,BIKEFAC3290,Painted Bike Lane,Horseshoe Lake Dr Painted Bike Lanes,Horseshoe Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,205.4823204
331,BIKEFAC3291,Painted Bike Lane,Horseshoe Lake Dr Painted Bike Lanes,Horseshoe Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,117.8698478
332,BIKEFAC3292,Painted Bike Lane,Chain Lake Dr Painted Bike Lanes,Chain Lake Dr,Full Implementation,Permanent,Not Applicable, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,362.4198378
333,BIKEFAC3293,Painted Bike Lane,Horseshoe Lake Dr Painted Bike Lanes,Horseshoe Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,177.0979586
334,BIKEFAC3294,Painted Bike Lane,Horseshoe Lake Dr Painted Bike Lanes,Horseshoe Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,49.07274592
335,BIKEFAC3295,Painted Bike Lane,Hammonds Plains Rd Painted Bike Lanes,Hammonds Plains Rd,,, ,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,SD,Interactive,1305.989318
336,BIKEFAC3296,Painted Bike Lane,Chain Lake Dr Painted Bike Lanes,Chain Lake Dr,Full Implementation,Permanent,Not Applicable, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,51.22674394
337,BIKEFAC3297,Painted Bike Lane,Chain Lake Dr Painted Bike Lanes,Chain Lake Dr,Full Implementation,Permanent,Not Applicable, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,195.8903994
338,BIKEFAC3298,Painted Bike Lane,Chain Lake Dr Painted Bike Lanes,Chain Lake Dr,Full Implementation,Permanent,Not Applicable, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,428.9596035
339,BIKEFAC3299,Painted Bike Lane,Sackville Drive Painted Bike Lanes,Sackville Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2653.960444
340,BIKEFAC3300,Painted Bike Lane,Chain Lake Dr Painted Bike Lanes,Chain Lake Dr,Full Implementation,Permanent,Not Applicable, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,DM,Interactive,363.7314332
341,BIKEFAC3301,Painted Bike Lane,Kearney Lake Dr Painted Bike Lanes,Kearney Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,CR,Interactive,4568.868156
342,BIKEFAC3302,Painted Bike Lane,Sackville Drive Painted Bike Lanes,Sackville Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,371.3768762
343,BIKEFAC3303,Painted Bike Lane,,Westwood Blvd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1306.786989
344,BIKEFAC3304,Painted Bike Lane,Devonshire Painted Bike Lanes,Devonshine Ave,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3280.612528
345,BIKEFAC3305,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,805.8498263
346,BIKEFAC3306,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,344.9094503
347,BIKEFAC3307,Painted Bike Lane,Windsor Street Painted Bike Lanes,Windsor Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,579.4893616
348,BIKEFAC3308,Painted Bike Lane,Washmill Lake Drive Painted Bike Lanes,Washmill Lake Dr,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2485.167614
349,BIKEFAC3309,Painted Bike Lane,Bedford Highway Painted Bike Lanes,Bedford Highway,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2748.19086
350,BIKEFAC3371,Suggested Bike Route on Main Road,,Rocky Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,7348.394356
351,BIKEFAC3372,Suggested Bike Route on Main Road,,Waverley Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,12006.95099
352,BIKEFAC3373,Protected Bike Lane,Macdonald Bridge Bikeway,,Full Implementation,Permanent,North Side,Bidirectional,,Other,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,339.9898936
353,BIKEFAC3374,Painted Bike Lane,,Waverley Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2989.364025
354,BIKEFAC3375,Painted Bike Lane,,Commodore Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,642.8332991
355,BIKEFAC3376,Painted Bike Lane,,Commodore Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,646.2862099
356,BIKEFAC3377,Painted Bike Lane,,John Savage Ave,,,North Side,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,856.9587372
357,BIKEFAC3378,Painted Bike Lane,,Waverley Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1588.905859
358,BIKEFAC3379,Painted Bike Lane,Waverley Road Painted Bike Lanes,Waverley Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1887.905113
359,BIKEFAC3380,Painted Bike Lane,,Waverley Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,64.9062804
360,BIKEFAC3381,Painted Bike Lane,,Cow Bay Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,918.1567078
361,BIKEFAC3382,Painted Bike Lane,,Caldwell Rd,,,Y, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,389.8333521
362,BIKEFAC3383,Painted Bike Lane,Caldwell Road Painted Bike Lanes,Caldwell Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2060.942533
363,BIKEFAC3384,Painted Bike Lane,Main Road Painted Bike Lanes,Main Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3041.407854
364,BIKEFAC3385,Painted Bike Lane,Hines Road Painted Bike Lanes,Hines Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2842.253827
365,BIKEFAC3386,Painted Bike Lane,Caldwell Road Painted Bike Lanes,Caldwell Rd,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2449.448279
366,BIKEFAC3387,Painted Bike Lane,Main Street Painted Bike Lanes,Main St,,, ,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1894.126061
367,BIKEFAC3388,Painted Bike Lane,Main Street Painted Bike Lanes,Main St,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3713.95873
368,BIKEFAC3389,Painted Bike Lane,Main Street Painted Bike Lanes,Main St,,, , ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,148.7867131
369,BIKEFAC3319,Suggested Bike Route on Main Road,,Purcells Cove Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,6019.812991
370,BIKEFAC3320,Protected Bike Lane,University Ave Protected Bike Lanes,University Ave,Partial Implementation,Pilot,Not Applicable,Bidirectional,,Flexible bollards,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,395.2100662
371,BIKEFAC3321,Protected Bike Lane,University Ave Protected Bike Lanes,University Ave,Partial Implementation,Pilot,Not Applicable,Bidirectional,,Flexible bollards,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,158.9668271
372,BIKEFAC3322,Protected Bike Lane,Macdonald Bridge Bikeway,,Full Implementation,Permanent,North Side,Bidirectional,,Other,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,33.69786778
373,BIKEFAC3323,Protected Bike Lane,Macdonald Bridge Bikeway,,Full Implementation,Permanent,North Side,Bidirectional,,Other,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,26.18921644
374,BIKEFAC3324,Protected Bike Lane,Macdonald Bridge Bikeway,,Full Implementation,Permanent,North Side,Bidirectional,,Other,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1906.3823
375,BIKEFAC3325,Multi-use Pathway,Dartmouth Harbourfront Greenway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,358.7183619
376,BIKEFAC3326,Suggested Bike Route on Local Road,,Village Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1695.17366
377,BIKEFAC3327,Suggested Bike Route on Local Road,,Isleville St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,111.9678032
378,BIKEFAC3328,Suggested Bike Route on Local Road,,Memorial Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,157.7388705
379,BIKEFAC3329,Suggested Bike Route on Local Road,,Welsford St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,211.2756119
380,BIKEFAC3330,Suggested Bike Route on Local Road,,Shirley St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,349.8477595
381,BIKEFAC3331,Suggested Bike Route on Local Road,,Scot St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,237.6091982
382,BIKEFAC3332,Suggested Bike Route on Local Road,,Quingate Pl,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,14.50239524
383,BIKEFAC3333,Suggested Bike Route on Local Road,,Hirandale Cres,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,703.9260332
384,BIKEFAC3334,Suggested Bike Route on Local Road,,Lockview Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,823.0622807
385,BIKEFAC3335,Suggested Bike Route on Local Road,,Fletcher Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,97.15292447
386,BIKEFAC3336,Suggested Bike Route on Local Road,,Blue Hill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,707.8705792
387,BIKEFAC3337,Suggested Bike Route on Local Road,,Sucker Brook Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,243.4252045
388,BIKEFAC3338,Suggested Bike Route on Main Road,,Novalea Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,680.4006514
389,BIKEFAC3339,Suggested Bike Route on Local Road,,Leeds St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,112.7547733
390,BIKEFAC3340,Suggested Bike Route on Local Road,,Leeds St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,685.6153909
391,BIKEFAC3341,Suggested Bike Route on Local Road,,Leeds St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,254.659625
392,BIKEFAC3342,Suggested Bike Route on Local Road,,Leaman St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,571.8395386
393,BIKEFAC3343,Suggested Bike Route on Local Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,712.7225427
394,BIKEFAC3344,Suggested Bike Route on Local Road,,Isleville St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1695.082886
395,BIKEFAC3345,Suggested Bike Route on Local Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,168.818101
396,BIKEFAC3346,Suggested Bike Route on Local Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1163.170851
397,BIKEFAC3347,Suggested Bike Route on Local Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1164.995021
398,BIKEFAC3348,Suggested Bike Route on Local Road,,Connolly St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1640.283788
399,BIKEFAC3349,Suggested Bike Route on Local Road,,Liverpool St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,296.4874713
400,BIKEFAC3350,Suggested Bike Route on Local Road,,Liverpool St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,816.0780751
401,BIKEFAC3351,Suggested Bike Route on Local Road,,Connolly St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,338.2595228
402,BIKEFAC3352,Suggested Bike Route on Local Road,,Romans Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,595.5557318
403,BIKEFAC3353,Suggested Bike Route on Local Road,,St Andrews Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,236.701352
404,BIKEFAC3354,Suggested Bike Route on Local Road,,Federal Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,133.0885437
405,BIKEFAC3355,Suggested Bike Route on Local Road,,Chisholm Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,71.19819832
406,BIKEFAC3356,Suggested Bike Route on Local Road,,Peter Lowe Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,457.5966069
407,BIKEFAC3357,Suggested Bike Route on Local Road,,Leppert St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,345.4054104
408,BIKEFAC3358,Suggested Bike Route on Local Road,,William Hunt Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,100.3085114
409,BIKEFAC3359,Suggested Bike Route on Local Road,,George Dauphinee Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,539.3720061
410,BIKEFAC3360,Suggested Bike Route on Local Road,,George Dauphinee Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,357.9121928
411,BIKEFAC3361,Suggested Bike Route on Local Road,,Vaughan Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,478.2927538
412,BIKEFAC3362,Suggested Bike Route on Local Road,,Vaughan Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,124.6482539
413,BIKEFAC3363,Suggested Bike Route on Local Road,,Northwood Ter,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,504.3833165
414,BIKEFAC3364,Suggested Bike Route on Local Road,,Romans Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,593.9936576
415,BIKEFAC3365,Suggested Bike Route on Local Road,,Romans Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,80.46687013
416,BIKEFAC3366,Suggested Bike Route on Local Road,,Fuller Ter,,,,Unidirectional Northbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,500.0437727
417,BIKEFAC3367,Suggested Bike Route on Local Road,,Bloomfield St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,68.77932605
418,BIKEFAC3368,Suggested Bike Route on Local Road,,Bloomfield St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,39.43663012
419,BIKEFAC3369,Suggested Bike Route on Local Road,,Creighton St,,,,Unidirectional Southbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,222.4425237
420,BIKEFAC3370,Suggested Bike Route on Local Road,,Connolly St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,496.2518916
421,BIKEFAC3476,Suggested Bike Route on Main Road,,Thomas Raddall Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,129.0973771
422,BIKEFAC3477,Suggested Bike Route on Main Road,,Langbrae Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1361.305049
423,BIKEFAC3478,Suggested Bike Route on Main Road,,Glenforest Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1449.109664
424,BIKEFAC3479,Suggested Bike Route on Local Road,,Willett St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1482.185458
425,BIKEFAC3480,Suggested Bike Route on Local Road,,Alex St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,259.0564894
426,BIKEFAC3481,Suggested Bike Route on Local Road,,Alex St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1036.201087
427,BIKEFAC3482,Suggested Bike Route on Local Road,,Westerwald St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,88.04413997
428,BIKEFAC3483,Suggested Bike Route on Local Road,,Melrose Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1713.788702
429,BIKEFAC3484,Suggested Bike Route on Local Road,,Gesner St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,360.1715132
430,BIKEFAC3485,Suggested Bike Route on Local Road,,Rodedale Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,240.9506287
431,BIKEFAC3486,Suggested Bike Route on Local Road,,Westerwald St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,194.777704
432,BIKEFAC3487,Suggested Bike Route on Local Road,,Abott Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,601.7424495
433,BIKEFAC3488,Suggested Bike Route on Local Road,,Armshore Dr,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,21.88899747
434,BIKEFAC3489,Suggested Bike Route on Local Road,,Abott Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,76.42771782
435,BIKEFAC3490,Suggested Bike Route on Local Road,,Anchor Dr,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,702.8855937
436,BIKEFAC3491,Suggested Bike Route on Local Road,,Armshore Dr,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,386.7865511
437,BIKEFAC3492,Suggested Bike Route on Local Road,,Glenora Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,450.4386962
438,BIKEFAC3493,Suggested Bike Route on Local Road,,Colindale St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,856.6923855
439,BIKEFAC3494,Suggested Bike Route on Local Road,,Dingle Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,799.9595903
440,BIKEFAC3495,Suggested Bike Route on Local Road,,Dingle Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,52.64649331
441,BIKEFAC3496,Suggested Bike Route on Local Road,,Roosevelt Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,552.2956251
442,BIKEFAC3497,Suggested Bike Route on Local Road,,Quinn St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,400.4014477
443,BIKEFAC3498,Suggested Bike Route on Local Road,,Flinn St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,523.0989976
